entidad_norm,id_entidad_pt,entidad_pt,regimen,periodo_pt,n_personas_pt,ingreso_mediana_pt,ingreso_p25_pt,ingreso_p75_pt,masa_mensual_pt,n_convocatorias_cas,salario_oferta_mediana_cas,gap_oferta_vs_ejecutado,fuente_pt_url
DIRECCION DE REDES INTEGRADAS DE SALUD LIMA NORTE (DIRIS L.N.),18791,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA NORTE (DIRIS L.N.),CAS,2025-08,2624,2964.19,2053.56,3703.95,8096702.4,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18791&in_anno_consulta=2025&ch_mes_consulta=08&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=177
MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES (MIMP),142,Ministerio de la Mujer y Poblaciones Vulnerables (MIMP),CAS,2026-04,1620,4364.19,3364.19,5364.19,7983914.4,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=142&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=54
MINISTERIO DE CULTURA (CULTURA),77,Ministerio de Cultura (CULTURA),CAS,2026-05,1719,4048.51,2516.35,5778.59,7810098.11,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=77&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=61
"SUPERINTENDENCIA DE TRANSPORTE TERRESTRE DE PERSONAS, CARGA Y MERCANCIAS (SUTRAN)",14069,"Superintendencia de Transporte Terrestre de Personas, Carga y Mercancias (SUTRAN)",CAS,2026-05,1890,3364.19,2864.19,4864.19,7734753.72,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14069&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=64
MINISTERIO DE SALUD (MINSA),143,Ministerio de Salud (MINSA),CAS,2026-05,1148,5816.55,3364.19,8364.19,7589101.99,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=143&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=39
PROGRAMA NACIONAL DE ALIMENTACION ESCOLAR COMUNITARIA WASI MIKUNA (PNAEC - WASI MIKUNA),14219,Programa Nacional de Alimentación Escolar Comunitaria Wasi Mikuna (PNAEC - WASI MIKUNA),CAS,2025-12,1665,3764.19,3064.19,4632.6,7323372.77,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14219&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=112
SUPERINTENDENCIA NACIONAL DE MIGRACIONES (MIGRACIONES),12678,Superintendencia Nacional de Migraciones (MIGRACIONES),CAS,2026-04,1704,3364.19,3342.46,4255.09,7010549.17,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=12678&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=57
PROCURADURIA GENERAL DEL ESTADO (PGE),25878,Procuraduría General del Estado (PGE),CAS,2026-04,940,7288.24,4864.19,8364.19,6620608.74,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=25878&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=32
MUNICIPALIDAD DISTRITAL DE SAN ISIDRO LIMA (MDSI),10080,Municipalidad Distrital de San Isidro Lima (MDSI),CAS,2026-04,2173,2164.19,1914.19,3164.19,6615857.61,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10080&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=73
SERVICIO NACIONAL DE SANIDAD AGRARIA DEL PERU (SENASA),91,Servicio Nacional de Sanidad Agraria del Perú (SENASA),CAS,2026-05,2121,2632.65,2467.65,3567.65,6560220.63,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=91&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=71
"MINISTERIO DE VIVIENDA, CONSTRUCCION Y SANEAMIENTO (VIVIENDA)",11476,"Ministerio de Vivienda, Construcción y Saneamiento (VIVIENDA)",CAS,2026-05,883,7864.19,4964.19,9564.19,6522617.21,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=11476&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=30
AUTORIDAD NACIONAL DEL AGUA (ANA),13705,Autoridad Nacional del Agua (ANA),CAS,2026-05,1250,4864.19,3345.83,6707.84,6387715.91,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13705&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=42
DIRECCION DE REDES INTEGRADAS DE SALUD LIMA ESTE (DIRIS LE),18774,DIRECCIÓN DE REDES INTEGRADAS DE SALUD LIMA ESTE (DIRIS LE),CAS,2026-03,887,5564.19,3254.53,11410.53,6348685.04,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18774&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=30
PROGRAMA NACIONAL DE APOYO DIRECTO A LOS MAS POBRES - JUNTOS (JUNTOS),13117,Programa Nacional de Apoyo Directo a los más Pobres - JUNTOS (JUNTOS),CAS,2026-04,1878,2364.19,2363.21,3364.19,5881378.24,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13117&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=64
MINISTERIO DE LA PRODUCCION (PRODUCE),139,Ministerio de la Producción (PRODUCE),CAS,2026-04,810,6364.19,4864.19,8364.19,5740723.06,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=139&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=27
PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR (INABIF),109,Programa Integral Nacional para el Bienestar Familiar (INABIF),CAS,2025-06,2007,2264.19,1764.19,3264.19,5686650.19,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=109&in_anno_consulta=2025&ch_mes_consulta=06&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=67
AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO (ATU),18830,Autoridad de Transporte Urbano para Lima y Callao (ATU),CAS,2026-05,1217,2364.19,2364.19,6864.19,5670654.01,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18830&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=41
ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL (OEFA),13855,Organismo de Evaluación y Fiscalización Ambiental (OEFA),CAS,2026-04,751,7864.19,4364.19,10364.19,5595198.69,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13855&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=28
ORGANISMO SUPERVISOR DE LA INVERSION EN ENERGIA Y MINERIA (OSINERGMIN),5,Organismo Supervisor de la Inversión en Energía y Minería (OSINERGMIN),CAS,2026-03,677,7564.19,6364.19,11364.19,5572055.44,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=5&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=23
HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR (HEVES),18765,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR (HEVES),CAS,2026-04,1394,3264.19,2164.19,3964.19,5518856.28,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18765&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=48
SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL (SUNAFIL),14274,SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL (SUNAFIL),CAS,2025-11,1072,4264.19,3264.19,6764.19,5369970.36,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14274&in_anno_consulta=2025&ch_mes_consulta=11&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=38
MUNICIPALIDAD DISTRITAL DE MIRAFLORES - LIMA (MDMIRAFLORES),10069,Municipalidad Distrital de Miraflores - LIMA (MDMiraflores),CAS,2026-04,1913,2050.0,1884.19,2300.0,5251949.54,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10069&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=128
LA CONTRALORIA GENERAL DE LA REPUBLICA (CGR),19,La Contraloría General de la República (CGR),CAS,2026-04,775,6864.19,5164.19,7949.19,5163965.41,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=19&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=26
MINISTERIO DE DESARROLLO AGRARIO Y RIEGO (MIDAGRI),136,Ministerio de Desarrollo Agrario y Riego (MIDAGRI),CAS,2026-04,710,7283.49,4298.08,8713.08,4974811.35,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=136&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=24
GERENCIA REGIONAL DE SALUD DE LAMBAYEQUE (GERESA-LAMBAYEQUE),13847,Gerencia Regional de Salud de Lambayeque (GERESA-LAMBAYEQUE),CAS,2025-09,1709,2304.19,2064.19,3164.19,4914698.71,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13847&in_anno_consulta=2025&ch_mes_consulta=09&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=57
SUPERINTENDENCIA NACIONAL DE SERVICIOS DE SANEAMIENTO (SUNASS),8,Superintendencia Nacional de Servicios de Saneamiento (SUNASS),CAS,2026-05,681,7364.19,4864.19,9364.19,4887133.34,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=8&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=23
MUNICIPALIDAD METROPOLITANA DE LIMA (MUNLIMA),1434,Municipalidad Metropolitana de Lima (MUNLIMA),CAS,2026-04,2007,2070.0,1864.19,2400.0,4825503.51,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=1434&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=67
MUNICIPALIDAD DISTRITAL DE SANTIAGO DE SURCO (MSS),10042,Municipalidad Distrital de Santiago de Surco (MSS),CAS,2026-04,1717,2350.0,2114.19,2854.19,4731858.2,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10042&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=58
PRESIDENCIA DEL CONSEJO DE MINISTROS (PCM),145,Presidencia del Consejo de Ministros (PCM),CAS,2026-05,538,8364.19,6364.19,10364.19,4694298.11,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=145&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=19
MINISTERIO DEL INTERIOR (MININTER),132,Ministerio del Interior (MININTER),CAS,2026-05,618,6745.98,4364.19,9364.19,4669181.11,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=132&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=23
AUTORIDAD NACIONAL DE INFRAESTRUCTURA (ANIN),78976,Autoridad Nacional de Infraestructura (ANIN),CAS,2026-04,434,10814.39,9364.19,12364.19,4642107.89,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=78976&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=15
MINISTERIO DE TRABAJO Y PROMOCION DEL EMPLEO (MTPE),141,Ministerio de Trabajo y Promoción del Empleo (MTPE),CAS,2026-05,778,4802.39,3364.19,7424.19,4532464.19,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=141&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=26
INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS (INEN),10023,Instituto Nacional de Enfermedades Neoplásicas (INEN),CAS,2026-03,1225,2900.0,1800.0,4900.0,4482750.0,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10023&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=41
MUNICIPALIDAD DISTRITAL DE ATE (MUNIATE),10050,Municipalidad Distrital de Ate (MuniAte),CAS,2026-05,2292,1764.19,1564.19,1926.33,4390965.17,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10050&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=78
MINISTERIO DE ENERGIA Y MINAS (MINEM),137,Ministerio de Energía y Minas (MINEM),CAS,2026-04,553,7864.19,5364.19,9900.0,4367284.75,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=137&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=19
DIRECCION REGIONAL DE SALUD DEL CALLAO (DIRESA - CALLAO),13761,Dirección Regional de Salud del Callao (DIRESA - CALLAO),CAS,2026-03,1502,2164.19,2024.56,3264.19,4359534.92,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13761&in_anno_consulta=2026&ch_mes_consulta=03&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=52
PROGRAMA DE ALIMENTACION ESCOLAR (PAE),114029,Programa de Alimentación Escolar (PAE),CAS,2026-04,1147,2864.19,2864.19,3864.19,4332577.24,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=114029&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=39
PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),13077,Proyecto Especial de Infraestructura de Transporte Nacional (Provias Nacional),CAS,2026-04,549,7961.11,3500.0,10000.0,4224542.93,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13077&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=19
MINISTERIO DE TRANSPORTES Y COMUNICACIONES (MTC),144,Ministerio de Transportes y Comunicaciones (MTC),CAS,2026-04,657,5750.0,3364.19,8864.19,4209472.15,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=144&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=23
MINISTERIO DE DESARROLLO E INCLUSION SOCIAL (MIDIS),14145,Ministerio de Desarrollo e Inclusión Social (MIDIS),CAS,2026-05,832,3964.19,1489.19,8464.19,4120922.07,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14145&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=28
SERVICIO NACIONAL FORESTAL Y DE FAUNA SILVESTRE (SERFOR),14282,Servicio Nacional Forestal y de Fauna Silvestre (SERFOR),CAS,2026-01,608,6361.98,4299.02,8964.19,4002873.37,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14282&in_anno_consulta=2026&ch_mes_consulta=01&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=22
RED DE SALUD TRUJILLO (UTES 6 TE),14117,Red de Salud Trujillo (UTES 6 TE),CAS,2026-01,1320,2964.19,1864.19,2964.19,3852260.7,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14117&in_anno_consulta=2026&ch_mes_consulta=01&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=44
UTES N 6 - SERVICIOS PERIFERICOS TRUJILLO ESTE (UTES N 6),18800,UTES N° 6 - SERVICIOS PERIFERICOS TRUJILLO ESTE (UTES N° 6),CAS,2026-01,1320,2964.19,1864.19,2964.19,3852260.7,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18800&in_anno_consulta=2026&ch_mes_consulta=01&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=44
REGISTRO NACIONAL DE IDENTIFICACION Y ESTADO CIVIL (RENIEC),22,Registro Nacional de Identificación y Estado Civil (RENIEC),CAS,2026-04,1114,2938.66,2364.19,3960.0,3745134.41,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=22&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=43
MINISTERIO DE COMERCIO EXTERIOR Y TURISMO (MINCETUR),138,Ministerio de Comercio Exterior y Turismo (MINCETUR),CAS,2026-04,463,8203.31,5364.19,10277.83,3685513.14,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=138&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=16
MUNICIPALIDAD DISTRITAL DE SAN BORJA (MDSANBORJA),10078,Municipalidad Distrital de San Borja (MDSanBorja),CAS,2026-05,1413,2000.0,1860.0,2400.0,3678796.68,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10078&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=49
UNIDAD DE GESTION EDUCATIVA LOCAL DE AMBO (UGELAMBO),18827,UNIDAD DE GESTION EDUCATIVA LOCAL DE AMBO (UGELAMBO),CAS,2026-05,775,4200.84,3740.7,5267.6,3626580.81,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=18827&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=26
CORTE SUPERIOR DE JUSTICIA DE LIMA NORTE (CSJLN),10208,Corte Superior de Justicia de Lima Norte (CSJLN),CAS,2025-12,772,4782.86,4186.19,5314.19,3624068.38,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10208&in_anno_consulta=2025&ch_mes_consulta=12&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=26
SEGURO INTEGRAL DE SALUD (SIS),13004,Seguro Integral de Salud (SIS),CAS,2026-04,628,5474.19,3389.19,7314.19,3617028.41,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13004&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=22
SERVICIO NACIONAL DE CAPACITACION PARA LA INDUSTRIA DE LA CONSTRUCCION (SENCICO),124,Servicio Nacional de Capacitación para la Industria de la Construcción (SENCICO),CAS,2026-04,312,11952.92,9662.34,12707.05,3581246.6,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=124&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=11
ORGANISMO TECNICO DE LA ADMINISTRACION DE LOS SERVICIOS DE SANEAMIENTO (OTASS),14301,Organismo Técnico de la Administración de los Servicios de Saneamiento (OTASS),CAS,2026-05,364,10288.98,8364.19,11364.19,3537995.61,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14301&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=13
INSTITUTO TECNOLOGICO DE LA PRODUCCION (ITP),104,Instituto Tecnológico de la Producción (ITP),CAS,2026-05,562,5364.19,3364.19,8364.19,3515412.03,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=104&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=19
SERVICIO NACIONAL DE AREAS NATURALES PROTEGIDAS POR EL ESTADO (SERNANP),13912,Servicio Nacional de Áreas Naturales Protegidas por el Estado (SERNANP),CAS,2026-04,626,5364.19,3564.19,7284.93,3510486.07,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13912&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=42
ORGANISMO ESPECIALIZADO PARA LAS CONTRATACIONES PUBLICAS EFICIENTES (OECE),10,Organismo Especializado para las Contrataciones Públicas Eficientes (OECE),CAS,2026-05,530,6364.19,4759.14,8390.13,3494620.28,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=18
HOSPITAL III REGIONAL HONORIO DELGADO (HRHD),13834,HOSPITAL III REGIONAL HONORIO DELGADO (HRHD),CAS,2025-11,1053,3164.19,2064.19,3164.19,3484778.59,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13834&in_anno_consulta=2025&ch_mes_consulta=11&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=36
MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LURIGANCHO (MDSJL),10081,Municipalidad Distrital de San Juan de Lurigancho (MDSJL),CAS,2026-04,1515,2200.0,1814.19,2300.0,3442038.47,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10081&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=51
PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA (PRONIED),14293,PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA (PRONIED),CAS,2026-04,424,8364.19,5364.19,10364.19,3430494.23,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=14293&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=26
HOSPITAL NACIONAL ARZOBISPO LOAYZA (HNAL),13357,Hospital Nacional Arzobispo Loayza (HNAL),CAS,2026-04,865,3246.06,2164.19,4228.47,3403791.14,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=13357&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=29
MINISTERIO DE RELACIONES EXTERIORES (RREE),140,Ministerio de Relaciones Exteriores (RREE),CAS,2026-04,645,3864.19,3364.19,6364.19,3318594.62,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=140&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=22
MINISTERIO DEL AMBIENTE (MINAM),127,Ministerio del Ambiente (MINAM),CAS,2026-05,453,7343.07,5200.0,9336.67,3298836.49,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=127&in_anno_consulta=2026&ch_mes_consulta=05&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=17
INSTITUTO NACIONAL DE DEFENSA DE LA COMPETENCIA Y DE LA PROTECCION DE LA PROPIEDAD INTELECTUAL (INDECOPI),10006,Instituto Nacional de Defensa de la Competencia y de la Protección de la Propiedad Intelectual (Indecopi),CAS,2026-04,710,3864.19,2864.19,5864.19,3296350.25,,,,https://www.transparencia.gob.pe/personal/pte_transparencia_personal.aspx?id_entidad=10006&in_anno_consulta=2026&ch_mes_consulta=04&vc_nombre_funcionario=&vc_dni_funcionario=&ch_tipo_regimen=1&id_tema=32&Ver=&pag=24
